Entry,split,status,path
Q6CMN5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q6CMN5.pdb
P0AG74,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0AG74.pdb
Q98RC3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q98RC3.pdb
P33562,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P33562.pdb
Q10423,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q10423.pdb
P13319,train,no_entry,
P09796,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P09796.pdb
O34303,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O34303.pdb
Q58844,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q58844.pdb
Q6KHN3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q6KHN3.pdb
Q196V9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q196V9.pdb
Q83FY2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q83FY2.pdb
P22192,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P22192.pdb
C1L2D3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\C1L2D3.pdb
F9VN79,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\F9VN79.pdb
A2BN08,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A2BN08.pdb
O94251,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O94251.pdb
A3DNB5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A3DNB5.pdb
Q9KEI9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9KEI9.pdb
Q84T94,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q84T94.pdb
O34779,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O34779.pdb
P87120,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P87120.pdb
Q8WY54,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8WY54.pdb
O67359,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O67359.pdb
Q96YM5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q96YM5.pdb
Q8LL04,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8LL04.pdb
Q09451,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q09451.pdb
Q5E2G4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5E2G4.pdb
Q48NS2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q48NS2.pdb
P27061,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P27061.pdb
P34724,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P34724.pdb
A6W230,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A6W230.pdb
Q54IF7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q54IF7.pdb
Q9VSY6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9VSY6.pdb
P17906,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P17906.pdb
O07014,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O07014.pdb
P29349,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P29349.pdb
Q8LEC0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8LEC0.pdb
Q12923,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q12923.pdb
H2L045,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\H2L045.pdb
P64636,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P64636.pdb
Q7SYN4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q7SYN4.pdb
A1ASL7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A1ASL7.pdb
P0AF24,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0AF24.pdb
F1QG30,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\F1QG30.pdb
Q1ZXD9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q1ZXD9.pdb
P9WKQ1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P9WKQ1.pdb
O45870,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O45870.pdb
Q8MLZ3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8MLZ3.pdb
H2QL32,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\H2QL32.pdb
Q9I7S6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9I7S6.pdb
Q8IKD3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8IKD3.pdb
Q53728,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q53728.pdb
Q5BMR2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5BMR2.pdb
Q8KRU5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8KRU5.pdb
P36126,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P36126.pdb
P37646,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P37646.pdb
Q9KVK6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9KVK6.pdb
P00691,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P00691.pdb
Q8EJM6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8EJM6.pdb
P76261,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P76261.pdb
A0P8X0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0P8X0.pdb
P41131,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P41131.pdb
O42918,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O42918.pdb
P13559,train,no_entry,
P16009,train,no_entry,
Q13231,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q13231.pdb
Q8I4R4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8I4R4.pdb
P08326,train,no_entry,
G5EB30,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\G5EB30.pdb
Q91159,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q91159.pdb
Q8S1V1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8S1V1.pdb
P21270,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P21270.pdb
P62576,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P62576.pdb
Q8WWR8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8WWR8.pdb
G4FEF4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\G4FEF4.pdb
P18269,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P18269.pdb
D7CFN7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\D7CFN7.pdb
P27756,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P27756.pdb
Q92451,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q92451.pdb
A7FH78,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A7FH78.pdb
Q54699,train,no_entry,
O86372,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O86372.pdb
Q8BI06,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8BI06.pdb
Q44233,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q44233.pdb
Q7WTB3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q7WTB3.pdb
E0XKJ9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\E0XKJ9.pdb
P50828,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P50828.pdb
O65399,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O65399.pdb
Q9KG76,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9KG76.pdb
P19487,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P19487.pdb
P22222,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P22222.pdb
P82186,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P82186.pdb
D4AZ24,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\D4AZ24.pdb
P26225,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P26225.pdb
A0A5J6BJQ5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0A5J6BJQ5.pdb
P49610,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P49610.pdb
Q3U4H6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q3U4H6.pdb
B2UPR7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B2UPR7.pdb
Q3SKU2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q3SKU2.pdb
A0A3R0A696,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0A3R0A696.pdb
A7LXU0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A7LXU0.pdb
Q8WPJ2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8WPJ2.pdb
P45796,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P45796.pdb
Q5BA89,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5BA89.pdb
P49425,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P49425.pdb
B3PF24,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B3PF24.pdb
O80596,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O80596.pdb
P0CT48,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0CT48.pdb
P49424,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P49424.pdb
P29126,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P29126.pdb
B4XVN1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B4XVN1.pdb
P39848,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P39848.pdb
P0C7A1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0C7A1.pdb
A0A191T6Q6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0A191T6Q6.pdb
P36913,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P36913.pdb
P56568,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P56568.pdb
P25892,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P25892.pdb
I1C083,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\I1C083.pdb
P10297,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P10297.pdb
A0A151EH88,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0A151EH88.pdb
Q86DA5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q86DA5.pdb
Q9SYC9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9SYC9.pdb
Q9NVE5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9NVE5.pdb
P0DUE1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0DUE1.pdb
P54493,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P54493.pdb
Q8L6Y1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8L6Y1.pdb
Q01477,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q01477.pdb
Q9ES63,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9ES63.pdb
P53259,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P53259.pdb
G5ED39,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\G5ED39.pdb
Q695T9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q695T9.pdb
Q6BSA9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q6BSA9.pdb
Q5IBC5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5IBC5.pdb
Q03018,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q03018.pdb
B0S977,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B0S977.pdb
P18296,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P18296.pdb
A5GTI3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A5GTI3.pdb
Q7UF32,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q7UF32.pdb
Q7NBQ3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q7NBQ3.pdb
Q4L3C1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q4L3C1.pdb
Q92IC3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q92IC3.pdb
P63883,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P63883.pdb
P14892,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P14892.pdb
Q54VQ7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q54VQ7.pdb
D4AXL1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\D4AXL1.pdb
Q96DB2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q96DB2.pdb
Q54X15,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q54X15.pdb
C7C422,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\C7C422.pdb
P56524,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P56524.pdb
P54427,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P54427.pdb
Q02940,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q02940.pdb
C4L0S9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\C4L0S9.pdb
P38576,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P38576.pdb
Q90030,train,no_entry,
A0ALG5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0ALG5.pdb
A0RKU8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0RKU8.pdb
O41033,train,no_entry,
P21290,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P21290.pdb
Q9BW91,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9BW91.pdb
Q93K97,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q93K97.pdb
P54570,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P54570.pdb
P97687,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P97687.pdb
Q9CJ30,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9CJ30.pdb
A0A7U3TBV3,train,no_entry,
P03132,train,no_entry,
Q8K0L2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8K0L2.pdb
Q65199,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q65199.pdb
P0C9A7,train,no_entry,
O80612,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O80612.pdb
Q1DAV2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q1DAV2.pdb
Q11A17,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q11A17.pdb
B3A0N5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B3A0N5.pdb
A0A2L0V161,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A0A2L0V161.pdb
P25439,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P25439.pdb
Q6NVF4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q6NVF4.pdb
Q5AGZ9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q5AGZ9.pdb
Q0UMB6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q0UMB6.pdb
Q8VA41,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8VA41.pdb
Q0DVX2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q0DVX2.pdb
P24070,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P24070.pdb
Q59728,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q59728.pdb
Q53464,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q53464.pdb
Q31HD6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q31HD6.pdb
Q51645,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q51645.pdb
P9WPJ7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P9WPJ7.pdb
P0ABE9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0ABE9.pdb
Q8YYI3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q8YYI3.pdb
B9KBV1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B9KBV1.pdb
Q9HLV9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9HLV9.pdb
A4YHV8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A4YHV8.pdb
B4U701,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B4U701.pdb
P08417,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P08417.pdb
P0A1T4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0A1T4.pdb
Q9RR70,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q9RR70.pdb
A2STA4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\A2STA4.pdb
Q7VA47,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q7VA47.pdb
Q126M1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q126M1.pdb
Q970N1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q970N1.pdb
O22018,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O22018.pdb
B8NJZ7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\B8NJZ7.pdb
P16530,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P16530.pdb
E3E7F9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\E3E7F9.pdb
O64046,train,no_entry,
Q93Z04,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q93Z04.pdb
Q59478,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q59478.pdb
Q06365,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q06365.pdb
O52195,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\O52195.pdb
Q59639,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q59639.pdb
P0AEZ7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0AEZ7.pdb
P44888,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P44888.pdb
Q3SJH8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q3SJH8.pdb
E7DDH2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\E7DDH2.pdb
P0DN21,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P0DN21.pdb
P40136,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\P40136.pdb
Q3J6L0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\Q3J6L0.pdb
D0CY60,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\ec_classification\D0CY60.pdb
Q8IHY1,train,no_entry,
