Entry,true_ec,ensemble_correct,foldseek_correct,esm2_3b_correct,fs_prob,has_fs_hit,protein_len,cds_len,gc_content,codon_entropy
Q58531,6.3.5.2,False,False,False,1.0,True,310,933,0.3762057877813505,5.072843497058858
Q9LSS3,4.6.1.16,True,True,True,1.0,True,250,753,0.4209827357237716,5.5538636208014855
O28608,1.4.1.1,True,True,False,0.999,True,322,969,0.500515995872033,5.50612116309097
P82678,3.5.3.4,False,False,False,0.0,False,162,489,0.7034764826175869,4.822116904840819
P26380,2.7.1.202,True,False,True,0.505,True,163,492,0.4329268292682927,5.419195314411872
A4X621,4.1.1.23,True,True,True,1.0,True,278,837,0.7025089605734767,5.132699966728973
Q5FUG3,4.2.1.33,False,False,False,0.082,True,475,1428,0.6379551820728291,5.307673693353186
O59802,2.4.1.198,True,False,True,0.106,True,324,975,0.37846153846153846,5.454444037677164
Q9YBR1,5.3.1.1,True,True,False,1.0,True,223,672,0.6294642857142857,5.267130371788013
B1HZ05,1.18.1.2,False,False,False,1.0,True,349,1062,0.3785310734463277,5.4012820717935215
P0C7B6,6.3.1.2,True,True,True,1.0,True,521,1566,0.3243933588761175,5.291311443430745
Q6AZW2,1.1.1.2,False,False,False,0.998,True,324,0,,
Q3Z3B7,1.6.5.2,True,True,True,1.0,True,201,606,0.533003300330033,5.304010200713998
Q8K3F7,1.1.1.103,False,False,False,1.0,True,373,1122,0.5409982174688057,5.690243271818072
P40137,4.6.1.1,False,False,False,1.0,True,424,1275,0.7027450980392157,5.014065793881699
Q8PU58,1.5.98.3,True,False,True,0.0,False,129,375,0.4266666666666667,5.20346506129035
A6RBX7,2.3.1.1,True,True,True,1.0,True,684,2055,0.4958637469586375,5.786186613698784
Q8MLZ3,3.1.4.35,False,False,False,1.0,True,867,2604,0.32373271889400923,5.2162792852873086
Q57612,5.4.99.25,True,True,False,1.0,True,336,1011,0.37091988130563797,5.0860081856959924
A0A8B0RBM2,3.1.1.1,False,False,False,1.0,True,555,1668,0.4154676258992806,5.6709750802131484
B0T0B1,4.2.1.8,False,False,False,1.0,True,403,1212,0.655940594059406,4.977684183553293
Q9LU63,4.2.1.96,True,True,False,1.0,True,220,663,0.48114630467571645,5.594158938113274
Q60037,3.2.1.8,False,False,False,1.0,True,1059,3180,0.4918238993710692,5.428443861178566
A0LRC9,2.7.1.33,False,False,False,1.0,True,256,771,0.6433203631647212,5.272177900476765
A1UR21,2.1.1.228,False,False,False,0.051,True,232,699,0.4792560801144492,5.454619312068431
P9WQ27,2.4.1.18,False,False,False,1.0,True,526,1581,0.6869070208728653,5.27352921660722
P32176,1.17.1.9,False,False,False,0.0,False,1016,3051,0.5509668960996394,5.49844676328367
O72908,2.1.1.56,False,False,False,1.0,True,289,870,0.3045977011494253,5.39630272838682
B2J384,6.1.1.6,False,False,False,1.0,True,561,1686,0.4365361803084223,5.5144145342330155
A0A2U7XUH7,5.5.1.6,True,True,True,1.0,True,214,645,0.413953488372093,5.39294877909525
Q01570,7.4.2.8,False,False,False,1.0,True,891,2676,0.34342301943198805,5.446220983333016
O41933,2.3.2.36,False,False,False,0.214,True,201,606,0.5445544554455446,5.46285434583576
D9TT10,2.7.1.11,False,False,False,1.0,True,322,969,0.3106295149638803,5.163662098921005
A9NF91,5.4.2.12,False,False,False,1.0,True,511,1536,0.35546875,5.128743822811832
Q2M3T9,3.2.1.35,False,False,False,0.537,True,481,1446,0.4239280774550484,5.679836700903614
Q1LTJ8,5.2.1.8,True,False,False,0.051,True,436,1311,0.2990083905415713,5.183098743463706
D3YWQ0,2.7.1.107,False,False,False,1.0,True,1071,0,,
Q8DEI1,3.1.4.53,False,False,False,1.0,True,274,825,0.47393939393939394,5.477953277254464
Q50LF1,1.5.3.24,False,False,False,0.014,True,99,300,0.6133333333333333,4.819540620439043
A3LWH3,3.6.4.13,False,False,True,1.0,True,733,2202,0.40962761126248864,5.465393107639041
Q7M7Q6,2.5.1.16,True,True,True,1.0,True,262,789,0.4752851711026616,5.413407242998228
Q9KPM2,3.1.3.3,False,False,False,1.0,True,328,987,0.49442755825734547,5.535793198726832
P14573,7.1.1.9,False,False,False,0.034,True,227,684,0.2894736842105263,4.8795005539034895
Q43822,2.3.1.15,True,True,False,1.0,True,461,1386,0.4444444444444444,5.643989887517138
Q57851,4.1.2.25,False,False,False,0.069,True,121,366,0.3005464480874317,4.909751016505897
Q09451,3.1.3.2,False,False,False,0.837,True,413,1242,0.42673107890499196,5.539488676593879
Q8S3J3,3.5.2.17,False,False,False,1.0,True,560,1683,0.41651812240047537,5.658679381507605
P57312,2.4.1.129,False,False,False,0.057,True,399,1200,0.2658333333333333,5.031098670496849
Q83GS7,6.1.1.1,True,True,False,1.0,True,471,1416,0.4795197740112994,5.72803062958441
P36052,2.1.1.320,True,True,True,1.0,True,402,1209,0.3631100082712986,5.56869002713197
B1AJP1,2.7.1.148,True,True,True,1.0,True,265,798,0.22932330827067668,4.704913500852125
P09223,1.15.1.1,False,False,False,0.029,True,198,597,0.6013400335008375,4.772849017563936
A7HJD6,3.6.4.12,False,False,False,1.0,True,347,1044,0.3793103448275862,5.326720710467978
Q92451,3.2.1.22,True,True,False,1.0,True,624,1875,0.5568,5.57902885303601
P26841,2.3.1.28,False,False,False,1.0,True,212,639,0.6353677621283255,5.156684328915924
G5EFL0,2.7.7.19,True,True,False,1.0,True,845,2538,0.42828999211977936,5.628526016071093
Q6AX23,1.8.3.2,False,False,False,1.0,True,661,1986,0.5095669687814703,5.712772038002641
P39130,3.2.1.67,False,False,False,1.0,True,446,1341,0.49589858314690527,5.684335114351527
O13898,2.4.1.109,True,True,False,1.0,True,893,2682,0.4161073825503356,5.5943302838078806
Q09692,6.1.1.2,False,False,False,1.0,True,395,1188,0.4107744107744108,5.5079400555371745
P94571,3.6.1.27,False,False,False,1.0,True,193,582,0.4415807560137457,5.3340594482342905
B3PF24,3.2.1.78,True,True,True,1.0,True,430,1293,0.5622583139984532,5.365211074495051
A5EVS5,3.1.3.11,False,False,False,1.0,True,336,1011,0.42828882294757664,5.330399953862865
Q05756,1.4.1.13,False,False,False,1.0,True,482,1449,0.6908212560386473,4.791838411157023
P29954,5.3.1.8,False,False,False,1.0,True,387,1164,0.6597938144329897,5.180107260155361
Q4E409,2.7.4.1,False,False,False,0.949,True,801,2406,0.4908561928512053,5.716507422476768
P53354,3.2.1.1,False,False,False,1.0,True,737,2214,0.45257452574525747,5.718992581377605
Q9X108,3.2.1.86,False,False,False,1.0,True,415,1248,0.4967948717948718,5.337456715152165
Q63572,2.7.12.1,False,False,False,1.0,True,628,1887,0.6242713301536831,5.558252715591088
Q6YPG5,1.14.13.39,False,False,False,0.063,True,547,1644,0.5401459854014599,5.715105286340234
Q6LSE4,1.1.5.3,False,False,False,1.0,True,442,1329,0.43792325056433407,5.482987101921706
P41754,3.1.1.74,False,False,False,0.0,False,210,633,0.5260663507109005,5.55986291855832
Q9A716,3.6.1.54,False,False,False,0.632,True,280,843,0.6892052194543298,4.965669192127226
Q8BMD5,3.5.4.5,False,False,False,0.063,True,523,1215,0.42962962962962964,5.63553896176623
Q984W0,4.1.1.65,True,True,True,1.0,True,232,699,0.6509298998569385,5.062682653173566
P91119,3.1.4.17,False,False,False,1.0,True,728,2187,0.40100594421582075,5.59572342542705
B5Y822,2.1.1.33,True,True,False,1.0,True,319,960,0.4239583333333333,5.655396371832009
Q3K9A2,1.5.1.42,False,False,False,1.0,True,187,564,0.6418439716312057,4.880017463446171
Q5ZIW1,5.6.2.3,False,False,False,1.0,True,669,2010,0.6810945273631841,5.072059820035037
Q8GWB7,2.4.1.17,False,False,False,0.956,True,537,1614,0.42441140024783147,5.6558114779351545
Q5AUX2,3.2.1.55,True,True,False,1.0,True,325,978,0.5685071574642127,5.497328207022521
Q9I4V0,1.6.5.9,False,False,False,1.0,True,328,987,0.6930091185410334,5.021847712167205
Q02438,3.2.1.39,False,False,False,1.0,True,316,951,0.6456361724500526,5.0762661276901415
P9WQB7,1.11.1.28,False,False,False,1.0,True,195,588,0.6071428571428571,5.23789341472156
Q5ZHN9,2.7.8.5,False,False,False,1.0,True,557,1674,0.5221027479091995,5.707169535744765
A1WZI8,4.2.1.10,False,False,False,1.0,True,148,447,0.6577181208053692,5.067141883356336
Q1QDL4,3.5.4.2,False,False,False,1.0,True,332,999,0.38738738738738737,5.403149909301019
Q08188,2.3.2.13,False,False,False,0.912,True,693,2082,0.5403458213256485,5.584154091144467
Q821T4,3.6.1.1,False,False,False,0.014,True,216,651,0.37327188940092165,5.3918508954582265
Q8L870,4.6.1.2,False,False,False,0.045,True,274,888,0.4391891891891892,5.654687755439866
P71079,1.3.1.104,False,False,False,1.0,True,250,753,0.4634794156706507,5.455961972286295
A6SZ52,3.5.4.16,False,False,True,1.0,True,198,597,0.559463986599665,5.273332125072991
Q9C8G4,4.2.2.2,True,True,True,1.0,True,368,1107,0.46251129177958444,5.660923933440839
Q8TCG5,3.1.2.22,False,False,False,0.984,True,803,2412,0.6003316749585407,5.528455512268818
O86013,4.1.3.39,False,False,False,1.0,True,262,789,0.6387832699619772,5.240228629632879
P48840,3.2.1.81,False,False,False,1.0,True,955,2868,0.4511854951185495,5.425991553271094
O31688,7.2.2.20,False,False,False,1.0,True,637,1914,0.46551724137931033,5.582095019539905
G8JZS4,3.2.1.3,False,False,False,1.0,True,738,2217,0.4700045105999098,5.487983140748978
D4B2W4,3.2.1.58,False,False,False,1.0,True,308,927,0.5825242718446602,5.15247203910877
P29677,7.1.1.8,False,False,False,0.09,True,504,1515,0.4495049504950495,5.621958593333164
Q7UF32,3.4.23.36,True,True,True,1.0,True,223,729,0.5761316872427984,5.411915912463919
P00807,3.5.2.6,True,True,True,1.0,True,281,846,0.28132387706855794,4.977143728208502
D4GZM5,2.7.7.85,True,True,True,1.0,True,269,810,0.6469135802469136,4.871339235298425
Q1LSJ4,5.3.1.6,False,False,False,0.994,True,223,672,0.34375,5.153143513507284
A9HEV3,1.17.99.9,True,True,True,1.0,True,366,1101,0.6793823796548593,4.868336760185835
B9A1H3,1.8.1.9,True,False,True,0.0,False,495,1488,0.6686827956989247,4.89950769662496
A5FQJ4,3.6.1.9,True,True,True,1.0,True,224,675,0.4740740740740741,5.521601268804558
